"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"g11427.t1",2911.64017344581,1.06349111644001,0.228756564779718,4.64900807311958,3.335351593623e-06,3.56755364992892e-05
"g11444.t1",18992.8594241519,1.02762517597112,0.224961704494048,4.56800048827114,4.92398885929457e-06,5.09402911238548e-05
"g11465.t1",128.8048792019,3.00682016938906,0.412340264301108,7.29208478945279,3.05194977915711e-13,1.02520230155473e-11
"g11466.t2",164.565384353679,7.42761056847159,0.792257633350998,9.3752464549381,6.90143453257367e-21,5.29451943802983e-19
"g11472.t1",932.169414550066,1.91287013058978,0.315623438045585,6.0606086241083,1.35607433775712e-09,2.72269991704587e-08
"g11477.t1",2415.66989705443,2.7170755046355,0.177158899972228,15.3369404814629,4.33133382628242e-53,1.69579187115899e-50
"g11487.t1",3995.34014183605,1.53435093033829,0.413489346255977,3.71073872696209,0.000206655308955809,0.0014421415967328
"g11491.t1",1530.17628919015,2.45606952835513,0.312166405352366,7.86782141269421,3.60870220485963e-15,1.56088399367529e-13
"g11495.t1",3973.37880721661,3.10434507413056,0.312545348303355,9.93246289212886,3.00734065236719e-23,2.64692602844784e-21
"g11524.t1",120.574749676127,1.0920827595833,0.354265035641117,3.08267158684442,0.00205151421348198,0.01060937935772
"g11554.t1",3276.56935346509,2.08280017431991,0.410377896327381,5.07532250874045,3.86839307214776e-07,5.05137837161193e-06
"g11580.t1",115.074178961236,1.65059481589226,0.525025810387054,3.14383556624659,0.0016674910964147,0.008880250426216
"g11597.t1",34.2097003411191,6.14725272213166,1.34568061388066,4.56813649444223,4.92079560889778e-06,5.0930458836304e-05
"g11638.t1",1864.72281788853,4.15855650679156,0.420076236515065,9.89952809825847,4.18243861163555e-23,3.63888183881303e-21
"g11658.t1",980.522249110099,2.19665929118087,0.228092123459279,9.63057933726955,5.93936650175919e-22,4.8689940260631e-20
"g11676.t1",745.077872997979,7.01818122874757,0.397159468847758,17.6709402122749,7.02167978417969e-70,4.55566584397578e-67
"g11687.t1",1194.7782493167,1.38131470742394,0.247176544198348,5.58837292552926,2.29207009042042e-08,3.75800199373767e-07
"g11700.t1",3498.05161340697,2.61287409513113,0.223515090518634,11.6899225420008,1.43517444062941e-31,2.34460008617358e-29
"g11739.t1",51.7707620432587,1.90211052457587,0.522242330569976,3.64219905824161,0.000270318909530136,0.00182202487314049
"g11743.t1",107.028707034277,1.00232601054031,0.376081599515162,2.665182268509,0.00769466053340143,0.0327394325262282
"g11783.t1",2272.42928152914,2.35434153072557,0.376793766167692,6.24835584375823,4.14795808372899e-10,9.02220614610324e-09
"g11793.t1",61.5979859463593,3.74748753348076,1.05722120212756,3.54465794475109,0.00039312289201995,0.00253825266761133
"g11814.t1",86.9947709080155,2.29619415555058,0.507532237849905,4.52423311133517,6.06148875140935e-06,6.18348097785281e-05
"g11835.t1",1824.8460071415,1.12684360643279,0.236303581287926,4.76862686672439,1.85485848647638e-06,2.08722133354339e-05
"g11875.t1",3652.43970915975,1.56833414426079,0.289582645469095,5.41584300302335,6.10006093715314e-08,9.26556413116211e-07
"g11914.t1",185.736978948313,1.42614182832816,0.305549214375216,4.66747012013866,3.04931077479698e-06,3.28013970033585e-05
"g11924.t1",342.808242781214,1.95992862275593,0.406342946076515,4.82333615405465,1.41176742753551e-06,1.61993000224742e-05
"g11935.t1",58.0353717585255,1.88809572725435,0.647205444785348,2.91730507285913,0.00353070256426852,0.0168011722190716
"g11945.t1",205.123872358341,1.31902858561225,0.291458836479483,4.52560849259104,6.02219766917418e-06,6.14892377120536e-05
"g11978.t1",313.939175032388,2.81852682029009,0.335887406550789,8.3912845951368,4.80858721454229e-17,2.56322531614616e-15
"g11984.t1",392.115997391144,1.3242936022175,0.237587956314355,5.57390880733582,2.49086157869807e-08,4.06047988004852e-07
"g12006.t1",33.4516263195266,2.68239920108013,0.793822972435502,3.37908991579111,0.000727262178017127,0.00434139577771107
"g12015.t1",993.172462771592,1.52635085327263,0.364112017098221,4.19198153754121,2.76528505031455e-05,0.000241052180124925
"g12038.t1",273.688167366351,4.04011627338512,0.331321860970949,12.1939320923329,3.34865105689348e-34,6.33676401666143e-32
"g12057.t1",4.75367807091865,5.76423833356614,2.25219981816594,2.55938140438188,0.0104858627116193,0.0421215231656558
"g12066.t1",317.552640706799,1.46078957707568,0.337793522900134,4.32450440296795,1.52875150965854e-05,0.000142566280416123
"g12119.t1",85.3235581226746,3.30476022867978,0.979190887583819,3.37499079146291,0.000738181608419735,0.00439157138171217
"g12140.t1",3453.00672905621,3.19008755688982,0.307837872155052,10.3628820409824,3.65771635879781e-25,3.75834493554663e-23
"g12147.t2",344.268738467953,1.71097624638265,0.351803385989197,4.86344451055167,1.15360376658105e-06,1.3552009483457e-05
"g12155.t1",2809.67715215906,3.27977226755027,0.431940327063776,7.5931142846637,3.12306863615787e-14,1.21436031831974e-12
"g12199.t1",148.310681556265,1.43009771097492,0.355004866441899,4.02838903395421,5.61603571117476e-05,0.000452551238216311
"g12205.t1",68.9950089422725,1.62841430629505,0.631742786906661,2.57765397570839,0.00994735526138434,0.0403437298223818
"g12213.t2",263.542272317243,5.27071062466457,0.459987821256655,11.4583699417636,2.13495055854781e-30,3.21062631016581e-28
"g12224.t2",46.3923093187586,4.54898409794342,0.729882319057187,6.23248978522933,4.5907948411653e-10,9.90007305348353e-09
"g12236.t1",1337.62144172808,3.03799215691091,0.460954413091131,6.59065640903257,4.37886210784966e-11,1.09630871824752e-09
"g12243.t1",8003.70299828659,1.25924551394527,0.221976815946606,5.6728695227711,1.40425184830316e-08,2.39038612978022e-07
"g12250.t1",2270.62590611966,1.44528819802709,0.217988302720037,6.63011813016075,3.35418328856011e-11,8.5293162504617e-10
"g12278.t1",183.85753167354,2.73563739893646,0.38077467624029,7.18439951403206,6.75032075097299e-13,2.18980405161564e-11
"g12280.t1",719.184154401758,1.61941427590068,0.220157563766975,7.3557058326406,1.89920852347915e-13,6.56426592863995e-12
"g12281.t1",118.511334752847,1.48671441640552,0.571999952159081,2.59915129501978,0.00934545736857401,0.0382929124825199
"g12298.t1",13.7739532620194,2.64196981193493,1.04822171199177,2.52043034570885,0.0117211433954678,0.0460986827531039
"g12331.t1",270.966118102325,1.14556054985218,0.262474126655047,4.36447037447511,1.27431116977941e-05,0.000121278533291496
"g12373.t1",319.838911511217,3.87290593804043,0.302968046486619,12.783215863695,2.03478769923055e-37,4.44288068020455e-35
"g12379.t1",206.036549355879,2.03595519058088,0.361857599663648,5.62639887202405,1.84010581176411e-08,3.06342542328002e-07
"g12408.t1",249.85617243679,3.17117777543913,1.25712447259555,2.5225646660841,0.0116502527576032,0.0458976300519872
"g12409.t1",468.220651950624,1.23267921319715,0.251751504427557,4.89641250009636,9.76020773305153e-07,1.17143127485272e-05
"g12434.t1",2372.57611077229,1.41724648691924,0.180083177280882,7.86995491926882,3.5476906654385e-15,1.54036251684087e-13
