"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"g87.t1",7987.25429373087,-1.92152044604331,0.276764565812812,-6.94279789900173,3.84409185617426e-12,1.23937434590457e-10
"g97.t1",2340.5865210257,1.34355318544189,0.17794306693585,7.55046661034707,4.33701580947716e-14,1.86439739498422e-12
"g137.t1",23.8779742955319,-2.26925414443534,0.74235752726855,-3.05682108833044,0.0022369775175888,0.0117449499747221
"g148.t1",123.973752823992,-1.95449530776719,0.36638791148289,-5.33449725417174,9.5809637659735e-08,1.50616946443629e-06
"g170.t1",375.876704653966,1.10544079911204,0.299563157865853,3.69017607835162,0.000224098882451768,0.00158440196597903
"g194.t1",1426.97521517521,-1.60299468812191,0.19169193226447,-8.36234821771386,6.1482057705113e-17,3.59820401302994e-15
"g206.t1",41.8364892128248,5.92492495368282,1.32539402611549,4.47031210110989,7.81055367359189e-06,8.09119261511056e-05
"g209.t1",5620.91615438007,1.07133093455323,0.175495518407671,6.10460565759041,1.03054800183172e-09,2.21506110932631e-08
"g216.t1",174.787705835093,1.24641812495421,0.435983572872154,2.85886488048875,0.00425159837957123,0.0201822072516697
"g230.t1",44.2412771549241,2.59639789732345,0.579020484362523,4.48412097230372,7.32151196137613e-06,7.62492278105212e-05
"g240.t1",495.792020374529,-2.11533449936139,0.249191965782812,-8.48877487970478,2.08826798670318e-17,1.25980469550774e-15
"g251.t1",403.231793326749,1.09933764246313,0.285994191762856,3.84391597496041,0.000121086479338088,0.000923455915546887
"g257.t1",1114.25962570934,1.2190486373846,0.281930297716,4.32393626105627,1.53269595980019e-05,0.000148158316365425
"g261.t1",2328.59991038613,2.0771584330738,0.209634256329747,9.90848761762728,3.82390541373806e-23,3.86645309369374e-21
"g262.t1",211.191451551474,1.06288851045414,0.281186609013053,3.78001112565356,0.000156821351158776,0.00115490339203078
"g275.t1",2226.43723458763,1.39501944246384,0.287826761251723,4.84673293197989,1.25511205023359e-06,1.56070139872291e-05
"g277.t1",77.0111768153563,1.05473231368318,0.416596112867808,2.53178625797179,0.0113483144301146,0.0464037683465687
"g280.t1",589.110311571668,-2.47629372077436,0.230089158363059,-10.7623224770417,5.18467714864067e-27,7.02279193397951e-25
"g281.t1",525.690809474018,1.35524812944531,0.26835930529381,5.05012534579912,4.41520253525833e-07,6.06056195040526e-06
"g287.t1",269.79616056949,-1.43888649790487,0.399325828917052,-3.603289328434,0.000314215434977397,0.00213209131162829
"g296.t1",1289.6537246873,-2.0865782949233,0.316464481739091,-6.59340436391714,4.29853696554344e-11,1.15289652088305e-09
"g314.t1",63.3017262821938,2.7282009907896,0.512677481492638,5.32147615074992,1.02928606624749e-07,1.61102718087007e-06
"g316.t1",70.1546878554665,1.1676796909355,0.447261952968403,2.61072886523391,0.00903494943479627,0.0382290188560329
"g318.t1",187.826022021557,-1.39886423604956,0.352470628110037,-3.96873987358984,7.22537019163015e-05,0.000588773355342938
"g324.t1",11111.7624808306,1.67231411178897,0.292844429522542,5.71058877409937,1.12585990324431e-08,2.06362933924873e-07
"g339.t1",937.716717724671,1.68923431278569,0.300001846468844,5.63074638595972,1.79431411386041e-08,3.1963724623831e-07
"g342.t1",851.826740309101,-3.09019020964045,0.264120705399443,-11.6999165399282,1.2757891203632e-31,2.32853138010696e-29
"g356.t1",149.141732827497,-4.30216321758406,0.586203740162073,-7.339023828805,2.15157307755536e-13,8.2306268865559e-12
"g358.t1",315.535928839304,1.04485129765618,0.268573944161554,3.89036732851373,0.000100092590055656,0.000780687841738643
"g363.t1",2402.26108024522,1.356096767112,0.247749009310699,5.47367180553017,4.40805108728367e-08,7.33664577023404e-07
"g376.t1",633.86545928613,1.41817754239748,0.208142039532425,6.81350843675458,9.52467700009941e-12,2.87704023213381e-10
"g379.t1",17.8056675915045,2.83645777264094,0.973731709048126,2.91297669192033,0.00358001321773282,0.0174480073931459
"g380.t1",366.132398220358,3.42832404531995,0.278214258976397,12.322603657819,6.84480958657033e-35,1.61996334138423e-32
"g381.t1",179.16144750539,4.78021705195463,0.630044736581534,7.58710735033024,3.27126059786941e-14,1.43489082477217e-12
"g383.t1",599.851694926507,-1.3693346919403,0.240132296886464,-5.70241783256555,1.18119854141841e-08,2.16138258169313e-07
"g386.t1",7.05375205729686,-6.19850140325604,1.95295463647337,-3.17390956630167,0.00150400543133182,0.00833550308147025
"g391.t1",825.017907909736,-1.54389351486614,0.199741693761756,-7.72945040061408,1.08011882322085e-14,5.02430218049838e-13
"g400.t1",2751.42710420017,1.12118153093764,0.174505206439345,6.42491736386868,1.31941173059311e-10,3.34701654202401e-09
"g408.t1",2977.3594658647,1.01676269187577,0.210865584911631,4.82185223492905,1.42231294105611e-06,1.7415673839453e-05
"g412.t1",230.470779999843,1.34569992520537,0.424967787696922,3.16659277282705,0.00154236139636508,0.0085043106486213
"g421.t1",706.368161440637,4.11684948333237,0.245855096398382,16.7450239740463,6.15656681907446e-63,4.27722514781957e-60
